Crop,Dis,Crop+Dis,long,lati,next_Dis
野菜等,0,野菜等,138.83053,36.28718521,0
不耕作,0,不耕作,138.8319708,36.28615498,0
不耕作,0,不耕作,138.83194,36.2860097,0
コンニャク,2,コンニャク2,138.833613,36.28592523,2
緑肥,0,緑肥,138.8310131,36.28532402,0
コンニャク,3,コンニャク3,138.8340525,36.28169785,3
不耕作,0,不耕作,138.8369471,36.28587035,0
緑肥,0,緑肥,138.841458,36.28474673,1
野菜等,0,野菜等,138.8375727,36.28376109,0
野菜等,0,野菜等,138.8386329,36.28337187,0
野菜等,0,野菜等,138.8388443,36.2833284,0
野菜等,0,野菜等,138.8398128,36.28269216,3
野菜等,0,野菜等,138.8395674,36.28291325,0
コンニャク,3,コンニャク3,138.8380662,36.28279604,0
野菜等,0,野菜等,138.8398227,36.27995985,0
緑肥,0,緑肥,138.840267,36.27767752,0
コンニャク,1,コンニャク1,138.8419239,36.28160012,1
農地以外,0,農地以外,138.8415501,36.28154203,0
コンニャク,3,コンニャク3,138.8427731,36.28393783,1
コンニャク,2,コンニャク2,138.8421732,36.28357731,1
コンニャク,2,コンニャク2,138.8416975,36.28346323,0
コンニャク,1,コンニャク1,138.8245494,36.28663135,1
緑肥,0,緑肥,138.8274329,36.2863961,2
緑肥,0,緑肥,138.8306411,36.28885788,0
野菜等,0,野菜等,138.8309159,36.29024665,0
不耕作,0,不耕作,138.8308172,36.28703068,0
不耕作,0,不耕作,138.8306937,36.28639251,1
不耕作,0,不耕作,138.8320265,36.28639095,0
コンニャク,1,コンニャク1,138.8329455,36.28232452,1
野菜等,0,野菜等,138.8338215,36.28400609,0
緑肥,0,緑肥,138.8412462,36.28503865,1
野菜等,0,野菜等,138.8399196,36.28285829,3
野菜等,0,野菜等,138.8394201,36.28314666,0
緑肥,0,緑肥,138.8366231,36.27903734,2
コンニャク,1,コンニャク1,138.8423225,36.28460054,1
コンニャク,1,コンニャク1,138.8290721,36.29013459,1
コンニャク,1,コンニャク1,138.8214977,36.29409162,2
コンニャク,1,コンニャク1,138.8224461,36.29372404,1
コンニャク,3,コンニャク3,138.8221118,36.29287461,2
野菜等,0,野菜等,138.8231044,36.29339281,0
コンニャク,1,コンニャク1,138.8238252,36.29276166,2
コンニャク,2,コンニャク2,138.8226267,36.29236403,1
不耕作,0,不耕作,138.8229882,36.29204024,0
緑肥,0,緑肥,138.8203785,36.29352214,0
コンニャク,1,コンニャク1,138.824549,36.29338439,0
コンニャク,3,コンニャク3,138.8260496,36.29215437,0
コンニャク,3,コンニャク3,138.8249561,36.29179537,1
緑肥,0,緑肥,138.8253915,36.29100697,0
野菜等,0,野菜等,138.826222,36.29065764,0
野菜等,0,野菜等,138.8428364,36.28228107,0
農地以外,0,農地以外,138.8408417,36.28036899,0
緑肥,0,緑肥,138.839402,36.27881795,0
耕作放棄,0,耕作放棄,138.8382293,36.27902938,0
コンニャク,1,コンニャク1,138.8376995,36.27897218,2
コンニャク,1,コンニャク1,138.8420002,36.2811221,1
農地以外,0,農地以外,138.841029,36.28214852,0
野菜等,0,野菜等,138.8411488,36.28284275,0
耕作放棄,0,耕作放棄,138.8432722,36.28349969,0
コンニャク,1,コンニャク1,138.8419904,36.28440474,1
コンニャク,1,コンニャク1,138.838904,36.27985809,1
耕作放棄,0,耕作放棄,138.8381467,36.27984157,0
コンニャク,1,コンニャク1,138.8371091,36.27990227,1
野菜等,0,野菜等,138.8357916,36.27996243,0
野菜等,0,野菜等,138.835211,36.28001714,0
コンニャク,3,コンニャク3,138.8365861,36.28096981,0
コンニャク,1,コンニャク1,138.8377726,36.2809373,1
野菜等,0,野菜等,138.8383969,36.28409161,0
野菜等,0,野菜等,138.8395846,36.2834075,0
農地以外,0,農地以外,138.8406942,36.28501017,0
耕作放棄,0,耕作放棄,138.8345543,36.28034915,0
緑肥,0,緑肥,138.8348631,36.2810801,0
コンニャク,2,コンニャク2,138.8342899,36.28261602,2
コンニャク,2,コンニャク2,138.8334923,36.28424225,0
緑肥,0,緑肥,138.8332888,36.28382141,0
コンニャク,3,コンニャク3,138.8341494,36.28369686,3
コンニャク,1,コンニャク1,138.8354848,36.28307038,2
コンニャク,1,コンニャク1,138.8356796,36.28349506,2
耕作放棄,0,耕作放棄,138.8367915,36.28294305,0
野菜等,0,野菜等,138.8325882,36.28407325,0
野菜等,0,野菜等,138.8317647,36.28446405,0
コンニャク,0,コンニャク0,138.8338006,36.28483039,1
コンニャク,2,コンニャク2,138.8343466,36.28465955,1
野菜等,0,野菜等,138.8353207,36.28550941,0
野菜等,0,野菜等,138.8352,36.2864422,0
野菜等,0,野菜等,138.8345541,36.28653279,0
コンニャク,1,コンニャク1,138.8351423,36.28702154,1
コンニャク,1,コンニャク1,138.8353164,36.28759499,2
不耕作,0,不耕作,138.8364891,36.28793818,0
コンニャク,1,コンニャク1,138.8361544,36.28850114,1
コンニャク,1,コンニャク1,138.8354894,36.28877042,1
農地以外,0,農地以外,138.8357983,36.28823746,0
農地以外,0,農地以外,138.8350727,36.28823174,0
農地以外,0,農地以外,138.8356557,36.28790765,0
不耕作,0,不耕作,138.8353882,36.2880994,0
野菜等,0,野菜等,138.837443,36.28883362,0
コンニャク,1,コンニャク1,138.8362522,36.28903836,2
不耕作,0,不耕作,138.8364829,36.28951451,2
コンニャク,1,コンニャク1,138.8363719,36.28925779,0
野菜等,0,野菜等,138.8319386,36.28908681,0
コンニャク,1,コンニャク1,138.8345343,36.28790787,1
コンニャク,2,コンニャク2,138.8325609,36.28818856,1
コンニャク,2,コンニャク2,138.8316251,36.28834873,1
不耕作,0,不耕作,138.8342303,36.28728017,0
コンニャク,1,コンニャク1,138.832467,36.28753652,1
コンニャク,1,コンニャク1,138.831215,36.28770295,1
不耕作,0,不耕作,138.8300981,36.28686682,0
コンニャク,2,コンニャク2,138.829817,36.28650134,0
不耕作,0,不耕作,138.8301755,36.28644639,0
緑肥,0,緑肥,138.8326878,36.28504774,0
緑肥,0,緑肥,138.8302943,36.28553976,0
野菜等,0,野菜等,138.829641,36.28495267,0
コンニャク,1,コンニャク1,138.8273733,36.28548593,1
コンニャク,3,コンニャク3,138.8287037,36.28572981,0
コンニャク,2,コンニャク2,138.8284938,36.28722742,1
野菜等,0,野菜等,138.8298155,36.28754011,0
不耕作,0,不耕作,138.8289247,36.28799873,0
不耕作,0,不耕作,138.8302008,36.28812225,0
コンニャク,1,コンニャク1,138.8279927,36.28969906,1
緑肥,0,緑肥,138.82997,36.28967861,0
緑肥,0,緑肥,138.8296372,36.2893943,0
コンニャク,1,コンニャク1,138.8287798,36.2903293,1
野菜等,0,野菜等,138.8306016,36.28975296,0
野菜等,0,野菜等,138.8273374,36.28972056,0
コンニャク,1,コンニャク1,138.8261555,36.2890897,2
コンニャク,1,コンニャク1,138.825385,36.28716294,1
コンニャク,1,コンニャク1,138.8250805,36.28737055,1
不耕作,0,不耕作,138.8246393,36.28771767,1
コンニャク,3,コンニャク3,138.8234871,36.28752375,0
コンニャク,1,コンニャク1,138.82248,36.2881218,1
コンニャク,1,コンニャク1,138.8198736,36.2884863,0
野菜等,0,野菜等,138.8209834,36.29091726,0
コンニャク,1,コンニャク1,138.8216986,36.2919854,1
緑肥,0,緑肥,138.8198561,36.29441705,1
緑肥,0,緑肥,138.8214665,36.29319746,3
コンニャク,1,コンニャク1,138.8190584,36.2939186,3
野菜等,0,野菜等,138.818675,36.29403635,1
野菜等,0,野菜等,138.8204705,36.29152005,0
野菜等,0,野菜等,138.8203712,36.29107086,0
コンニャク,0,コンニャク0,138.8200916,36.29021135,2
不耕作,0,不耕作,138.8192352,36.29071766,0
緑肥,0,緑肥,138.8183538,36.29099354,0
コンニャク,1,コンニャク1,138.8174185,36.29129263,2
コンニャク,1,コンニャク1,138.8189332,36.29000701,1
コンニャク,1,コンニャク1,138.8177369,36.2900648,2
野菜等,0,野菜等,138.8174662,36.29040271,0
緑肥,0,緑肥,138.8172563,36.2899083,0
コンニャク,3,コンニャク3,138.8179671,36.29409751,0
コンニャク,2,コンニャク2,138.8168645,36.2944552,1
コンニャク,2,コンニャク2,138.8161012,36.29457225,1
コンニャク,1,コンニャク1,138.8176187,36.29335587,0
コンニャク,1,コンニャク1,138.816773,36.29361303,2
不耕作,0,不耕作,138.8162377,36.29377898,2
コンニャク,1,コンニャク1,138.8168313,36.29251197,2
